,X,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
39372,RUSF1.13,1.65E-17,0.30280424,0.587,0.435,1.02E-12,C-Thermo.RXFP1,RUSF1
39373,PVR.1,1.70E-17,0.253377234,0.568,0.416,1.05E-12,C-Thermo.RXFP1,PVR
39374,SH3PXD2A.15,1.88E-17,0.341332614,0.739,0.592,1.16E-12,C-Thermo.RXFP1,SH3PXD2A
39375,PJA1.8,1.90E-17,0.323021915,0.579,0.463,1.17E-12,C-Thermo.RXFP1,PJA1
39376,SBF2.11,1.91E-17,0.266069213,0.39,0.247,1.18E-12,C-Thermo.RXFP1,SBF2
39377,KCNH5.9,1.92E-17,-0.287606393,0.043,0.165,1.18E-12,C-Thermo.RXFP1,KCNH5
39378,FASTK.1,1.96E-17,0.271450435,0.587,0.444,1.21E-12,C-Thermo.RXFP1,FASTK
39379,S100A6.14,2.05E-17,-0.737120456,0.885,0.882,1.27E-12,C-Thermo.RXFP1,S100A6
39380,RPL15.10,2.06E-17,-0.634083911,0.045,0.168,1.28E-12,C-Thermo.RXFP1,RPL15
39381,SAFB.1,2.10E-17,0.265525221,0.676,0.528,1.30E-12,C-Thermo.RXFP1,SAFB
39382,HLA-B.8,2.26E-17,-0.948637173,0.035,0.153,1.40E-12,C-Thermo.RXFP1,HLA-B
39383,LYPD6B.14,2.32E-17,-0.336667647,0.063,0.187,1.43E-12,C-Thermo.RXFP1,LYPD6B
39384,PPA1.13,2.49E-17,-0.546044075,0.441,0.527,1.54E-12,C-Thermo.RXFP1,PPA1
39385,RABGGTB.1,2.73E-17,0.269388291,0.582,0.439,1.69E-12,C-Thermo.RXFP1,RABGGTB
39386,FCHSD1.8,2.86E-17,0.307040379,0.386,0.24,1.77E-12,C-Thermo.RXFP1,FCHSD1
39387,DEPRECATED-ENSG00000067715.13,2.98E-17,0.319881563,0.647,0.484,1.84E-12,C-Thermo.RXFP1,DEPRECATED-ENSG00000067715
39388,MARK3.8,3.00E-17,0.332502876,0.581,0.431,1.85E-12,C-Thermo.RXFP1,MARK3
39389,RBM39.5,3.04E-17,0.275590803,0.608,0.457,1.88E-12,C-Thermo.RXFP1,RBM39
39390,ERC2.12,3.13E-17,0.27446293,0.739,0.602,1.93E-12,C-Thermo.RXFP1,ERC2
39391,COTL1.11,3.21E-17,-0.327265071,0.138,0.274,1.98E-12,C-Thermo.RXFP1,COTL1
39392,LRFN5.11,3.24E-17,0.332764618,0.538,0.388,2.00E-12,C-Thermo.RXFP1,LRFN5
39393,TAGLN.9,3.25E-17,0.550478039,0.547,0.376,2.01E-12,C-Thermo.RXFP1,TAGLN
39394,CHST8.13,3.36E-17,0.268210017,0.67,0.523,2.08E-12,C-Thermo.RXFP1,CHST8
39395,MINK1.7,3.49E-17,0.306170064,0.79,0.671,2.16E-12,C-Thermo.RXFP1,MINK1
39396,MTUS2.12,4.03E-17,0.384993857,0.55,0.406,2.49E-12,C-Thermo.RXFP1,MTUS2
39397,FAU.9,4.09E-17,-0.614338,0.038,0.158,2.53E-12,C-Thermo.RXFP1,FAU
39398,UBP1.3,4.10E-17,0.268954956,0.462,0.314,2.53E-12,C-Thermo.RXFP1,UBP1
39399,SHISA5.7,4.20E-17,0.267432819,0.585,0.454,2.60E-12,C-Thermo.RXFP1,SHISA5
39400,HNRNPH3.4,4.23E-17,0.264783845,0.568,0.423,2.62E-12,C-Thermo.RXFP1,HNRNPH3
39401,COL6A1.12,4.33E-17,0.250989375,0.711,0.566,2.68E-12,C-Thermo.RXFP1,COL6A1
39402,ZMYM2.5,4.82E-17,0.256111516,0.648,0.498,2.98E-12,C-Thermo.RXFP1,ZMYM2
39403,SYT9.12,5.02E-17,-0.52316968,0.396,0.48,3.10E-12,C-Thermo.RXFP1,SYT9
39404,DAGLA.12,5.08E-17,-0.401216041,0.2,0.325,3.14E-12,C-Thermo.RXFP1,DAGLA
39405,GUK1.5,5.20E-17,-0.658896449,0.561,0.623,3.21E-12,C-Thermo.RXFP1,GUK1
39406,YWHAQ.3,5.20E-17,-0.37471039,0.677,0.745,3.21E-12,C-Thermo.RXFP1,YWHAQ
39407,MBOAT7.13,5.94E-17,0.4175178,0.656,0.584,3.67E-12,C-Thermo.RXFP1,MBOAT7
39408,VAT1L.11,6.32E-17,-0.521473329,0.865,0.891,3.90E-12,C-Thermo.RXFP1,VAT1L
39409,ETNK1.3,6.41E-17,0.2672224,0.644,0.503,3.96E-12,C-Thermo.RXFP1,ETNK1
39410,HS3ST4.12,6.96E-17,-0.304788274,0.051,0.171,4.30E-12,C-Thermo.RXFP1,HS3ST4
39411,CDR2L.12,7.40E-17,-0.513284715,0.536,0.619,4.58E-12,C-Thermo.RXFP1,CDR2L
39412,USP34.5,7.54E-17,0.26451083,0.67,0.521,4.66E-12,C-Thermo.RXFP1,USP34
39413,RPL41.9,7.63E-17,-0.828172163,0.046,0.167,4.72E-12,C-Thermo.RXFP1,RPL41
39414,RABGAP1.1,7.89E-17,0.295198688,0.625,0.488,4.88E-12,C-Thermo.RXFP1,RABGAP1
39415,C2CD2.11,8.62E-17,-0.437799527,0.535,0.587,5.33E-12,C-Thermo.RXFP1,C2CD2
39416,JUP.15,9.24E-17,-0.509118404,0.67,0.707,5.71E-12,C-Thermo.RXFP1,JUP
39417,PHC2.2,9.72E-17,0.288252101,0.651,0.526,6.01E-12,C-Thermo.RXFP1,PHC2
39418,TBCA.10,1.02E-16,-0.553724375,0.06,0.183,6.33E-12,C-Thermo.RXFP1,TBCA
39419,PSMD13,1.03E-16,-0.339469575,0.642,0.699,6.35E-12,C-Thermo.RXFP1,PSMD13
39420,HLA-A.9,1.09E-16,-0.566812312,0.032,0.146,6.74E-12,C-Thermo.RXFP1,HLA-A
39421,SIN3B.2,1.12E-16,0.348854151,0.73,0.604,6.91E-12,C-Thermo.RXFP1,SIN3B
39422,PLA2G4C.2,1.13E-16,0.25201127,0.495,0.35,6.96E-12,C-Thermo.RXFP1,PLA2G4C
39423,AP1S1.8,1.17E-16,-0.474033254,0.564,0.633,7.20E-12,C-Thermo.RXFP1,AP1S1
39424,PRKCA.13,1.23E-16,-0.513807928,0.438,0.528,7.60E-12,C-Thermo.RXFP1,PRKCA
39425,MYO1B.15,1.25E-16,-0.493731317,0.257,0.377,7.71E-12,C-Thermo.RXFP1,MYO1B
39426,ELAC2.2,1.37E-16,0.330559564,0.705,0.586,8.46E-12,C-Thermo.RXFP1,ELAC2
39427,AHNAK2.13,1.39E-16,-0.437995944,0.914,0.936,8.59E-12,C-Thermo.RXFP1,AHNAK2
39428,CAPZA2.6,1.40E-16,-0.44855888,0.518,0.588,8.68E-12,C-Thermo.RXFP1,CAPZA2
39429,ZFAND2B.1,1.50E-16,0.280431076,0.591,0.443,9.27E-12,C-Thermo.RXFP1,ZFAND2B
39430,VPS13D,1.53E-16,0.253112822,0.664,0.539,9.47E-12,C-Thermo.RXFP1,VPS13D
39431,BPTF.4,1.57E-16,0.255007514,0.539,0.393,9.70E-12,C-Thermo.RXFP1,BPTF
39432,CACNA2D3.12,1.61E-16,-0.628079608,0.472,0.558,9.96E-12,C-Thermo.RXFP1,CACNA2D3
39433,RPL14.8,1.62E-16,-0.536105712,0.04,0.157,1.00E-11,C-Thermo.RXFP1,RPL14
39434,CD55.17,1.63E-16,-0.652034185,0.688,0.73,1.01E-11,C-Thermo.RXFP1,CD55
39435,RPL23.4,1.69E-16,-0.361276437,0.031,0.145,1.05E-11,C-Thermo.RXFP1,RPL23
39436,GRIP1.14,1.76E-16,0.30575325,0.531,0.375,1.09E-11,C-Thermo.RXFP1,GRIP1
39437,NRBP2.10,1.77E-16,0.29523484,0.756,0.619,1.10E-11,C-Thermo.RXFP1,NRBP2
39438,RPL37A.8,1.80E-16,-0.60105317,0.057,0.178,1.11E-11,C-Thermo.RXFP1,RPL37A
39439,TRIO.11,1.81E-16,0.279982818,0.516,0.362,1.12E-11,C-Thermo.RXFP1,TRIO
39440,WDTC1,1.83E-16,0.255508129,0.622,0.487,1.13E-11,C-Thermo.RXFP1,WDTC1
39441,FAM219B.3,1.96E-16,0.275021445,0.699,0.562,1.21E-11,C-Thermo.RXFP1,FAM219B
39442,RPS14.6,2.02E-16,-0.465581296,0.04,0.156,1.25E-11,C-Thermo.RXFP1,RPS14
39443,RPL8.10,2.10E-16,-0.693726923,0.052,0.172,1.30E-11,C-Thermo.RXFP1,RPL8
39444,DAAM1.5,2.16E-16,-0.454341556,0.338,0.449,1.33E-11,C-Thermo.RXFP1,DAAM1
39445,INTS1.1,2.23E-16,0.282585854,0.676,0.543,1.38E-11,C-Thermo.RXFP1,INTS1
39446,UCK2.3,2.41E-16,-0.384565159,0.473,0.564,1.49E-11,C-Thermo.RXFP1,UCK2
39447,RPS19.5,2.43E-16,-0.523943416,0.041,0.158,1.50E-11,C-Thermo.RXFP1,RPS19
39448,CLIP3.8,2.51E-16,-0.328514443,0.785,0.832,1.55E-11,C-Thermo.RXFP1,CLIP3
39449,SLC2A1.4,2.52E-16,0.31524382,0.621,0.507,1.56E-11,C-Thermo.RXFP1,SLC2A1
39450,KIFAP3.3,2.60E-16,-0.30417552,0.816,0.839,1.61E-11,C-Thermo.RXFP1,KIFAP3
39451,KCNAB1.9,2.63E-16,-0.451415291,0.237,0.36,1.63E-11,C-Thermo.RXFP1,KCNAB1
39452,HLA-C.6,2.63E-16,-0.554186575,0.034,0.147,1.63E-11,C-Thermo.RXFP1,HLA-C
39453,DCTN2.5,2.64E-16,-0.326656595,0.856,0.884,1.63E-11,C-Thermo.RXFP1,DCTN2
39454,RPL13.7,2.69E-16,-0.656911689,0.06,0.181,1.66E-11,C-Thermo.RXFP1,RPL13
39455,SKP1.12,2.83E-16,-0.640751554,0.545,0.616,1.75E-11,C-Thermo.RXFP1,SKP1
39456,RPL36.5,2.83E-16,-0.463238507,0.034,0.147,1.75E-11,C-Thermo.RXFP1,RPL36
39457,STUB1.8,2.86E-16,-0.390153386,0.667,0.716,1.77E-11,C-Thermo.RXFP1,STUB1
39458,NECAB1.9,3.43E-16,-0.613850087,0.061,0.184,2.12E-11,C-Thermo.RXFP1,NECAB1
39459,SMS.5,3.54E-16,-0.387818865,0.556,0.631,2.19E-11,C-Thermo.RXFP1,SMS
39460,RPS13.6,3.70E-16,-0.403085878,0.028,0.137,2.28E-11,C-Thermo.RXFP1,RPS13
39461,TTC39B.7,3.75E-16,-0.398637997,0.43,0.52,2.32E-11,C-Thermo.RXFP1,TTC39B
39462,PHF24.10,3.76E-16,-0.416947965,0.644,0.707,2.33E-11,C-Thermo.RXFP1,PHF24
39463,TCERG1.2,3.79E-16,0.280061289,0.59,0.436,2.34E-11,C-Thermo.RXFP1,TCERG1
39464,RAB11A.3,4.12E-16,-0.37101509,0.641,0.693,2.55E-11,C-Thermo.RXFP1,RAB11A
39465,RIPOR1.11,4.28E-16,0.278644718,0.768,0.613,2.65E-11,C-Thermo.RXFP1,RIPOR1
39466,MT-ND4L.11,4.30E-16,-0.837478051,0.653,0.721,2.66E-11,C-Thermo.RXFP1,MT-ND4L
39467,PCM1.2,4.37E-16,0.261885767,0.636,0.497,2.70E-11,C-Thermo.RXFP1,PCM1
39468,ACTR10.2,4.49E-16,-0.313032125,0.696,0.745,2.77E-11,C-Thermo.RXFP1,ACTR10
39469,SYT1.12,4.79E-16,0.277119448,0.879,0.812,2.96E-11,C-Thermo.RXFP1,SYT1
39470,DEDD2.1,5.09E-16,0.255131458,0.565,0.44,3.15E-11,C-Thermo.RXFP1,DEDD2
39471,PRMT2.2,5.15E-16,0.252763865,0.785,0.708,3.18E-11,C-Thermo.RXFP1,PRMT2
39472,SLC39A3.1,5.52E-16,0.271560568,0.501,0.376,3.41E-11,C-Thermo.RXFP1,SLC39A3
39473,PCNX1.5,6.02E-16,0.318611227,0.65,0.508,3.72E-11,C-Thermo.RXFP1,PCNX1
39474,CLSTN2.13,6.23E-16,-0.457216442,0.33,0.443,3.85E-11,C-Thermo.RXFP1,CLSTN2
39475,LMAN2.1,6.86E-16,0.269544531,0.65,0.534,4.24E-11,C-Thermo.RXFP1,LMAN2
39476,TRIM47.9,6.99E-16,-0.29652255,0.269,0.389,4.32E-11,C-Thermo.RXFP1,TRIM47
39477,TMSB4X.12,7.02E-16,-0.715596977,0.888,0.9,4.34E-11,C-Thermo.RXFP1,TMSB4X
39478,CHRNA7.13,7.55E-16,-0.725422069,0.081,0.201,4.67E-11,C-Thermo.RXFP1,CHRNA7
39479,RPL13A.5,7.90E-16,-0.398194466,0.038,0.152,4.88E-11,C-Thermo.RXFP1,RPL13A
39480,NDUFB8.3,8.04E-16,0.270665951,0.71,0.63,4.97E-11,C-Thermo.RXFP1,NDUFB8
39481,BDKRB2.5,8.37E-16,-0.294310191,0.151,0.281,5.17E-11,C-Thermo.RXFP1,BDKRB2
39482,DEPRECATED-ENSG00000177098.14,8.45E-16,-0.746620079,0.637,0.619,5.22E-11,C-Thermo.RXFP1,DEPRECATED-ENSG00000177098
39483,GAA.1,8.84E-16,0.289622984,0.674,0.553,5.47E-11,C-Thermo.RXFP1,GAA
39484,WNK1.4,8.91E-16,0.296735092,0.877,0.777,5.51E-11,C-Thermo.RXFP1,WNK1
39485,RNF125.2,9.36E-16,-0.257374443,0.187,0.317,5.78E-11,C-Thermo.RXFP1,RNF125
39486,BTF3L4.1,9.58E-16,0.258841128,0.531,0.391,5.92E-11,C-Thermo.RXFP1,BTF3L4
39487,DGKZ.11,9.64E-16,-0.413640703,0.333,0.444,5.96E-11,C-Thermo.RXFP1,DGKZ
39488,PNPLA2.2,9.73E-16,0.267531274,0.733,0.612,6.01E-11,C-Thermo.RXFP1,PNPLA2
39489,RPS9.5,9.77E-16,-0.418771952,0.037,0.149,6.04E-11,C-Thermo.RXFP1,RPS9
39490,CLCN6.4,9.78E-16,0.298131895,0.759,0.663,6.04E-11,C-Thermo.RXFP1,CLCN6
39491,VASH1.8,9.79E-16,0.274767263,0.648,0.509,6.05E-11,C-Thermo.RXFP1,VASH1
39492,USP48.2,1.00E-15,0.303055731,0.604,0.467,6.19E-11,C-Thermo.RXFP1,USP48
39493,FLVCR1.4,1.08E-15,0.25446015,0.556,0.413,6.67E-11,C-Thermo.RXFP1,FLVCR1
39494,TKT.10,1.09E-15,-0.506635159,0.051,0.163,6.73E-11,C-Thermo.RXFP1,TKT
39495,RPL19.11,1.16E-15,-0.625873565,0.041,0.153,7.19E-11,C-Thermo.RXFP1,RPL19
39496,MVK.6,1.18E-15,0.274953001,0.737,0.622,7.28E-11,C-Thermo.RXFP1,MVK
39497,RNF112.12,1.18E-15,-0.506460802,0.352,0.463,7.29E-11,C-Thermo.RXFP1,RNF112
39498,CHGA.15,1.24E-15,-0.622473272,0.608,0.668,7.69E-11,C-Thermo.RXFP1,CHGA
39499,PPIA.14,1.25E-15,-1.049431197,0.467,0.544,7.72E-11,C-Thermo.RXFP1,PPIA
39500,RPS23.5,1.29E-15,-0.442011506,0.034,0.143,7.95E-11,C-Thermo.RXFP1,RPS23
39501,CCPG1.4,1.31E-15,0.258353212,0.634,0.488,8.12E-11,C-Thermo.RXFP1,CCPG1
39502,STAT6.6,1.38E-15,0.254196507,0.601,0.469,8.50E-11,C-Thermo.RXFP1,STAT6
39503,PRKACA.9,1.42E-15,0.252251015,0.791,0.726,8.75E-11,C-Thermo.RXFP1,PRKACA
39504,MIGA1.7,1.48E-15,-0.378509411,0.639,0.676,9.12E-11,C-Thermo.RXFP1,MIGA1
39505,CTNNA2.14,1.51E-15,-0.46241366,0.641,0.684,9.33E-11,C-Thermo.RXFP1,CTNNA2
39506,GNPTG.2,1.77E-15,0.299607167,0.633,0.518,1.09E-10,C-Thermo.RXFP1,GNPTG
39507,RAN.11,1.86E-15,-0.497569295,0.045,0.156,1.15E-10,C-Thermo.RXFP1,RAN
39508,NECAB3.5,1.88E-15,0.324063095,0.694,0.578,1.16E-10,C-Thermo.RXFP1,NECAB3
39509,KCNS1.16,1.93E-15,-0.688027461,0.094,0.21,1.19E-10,C-Thermo.RXFP1,KCNS1
39510,SEMA3G.17,2.01E-15,-1.011503563,0.238,0.349,1.24E-10,C-Thermo.RXFP1,SEMA3G
39511,TAGLN2.14,2.02E-15,-0.726255236,0.501,0.564,1.25E-10,C-Thermo.RXFP1,TAGLN2
39512,RPL7A.9,2.06E-15,-0.588985559,0.049,0.162,1.27E-10,C-Thermo.RXFP1,RPL7A
39513,RPL28.8,2.06E-15,-0.606251925,0.054,0.17,1.28E-10,C-Thermo.RXFP1,RPL28
39514,CDK14.8,2.11E-15,0.293058214,0.68,0.551,1.30E-10,C-Thermo.RXFP1,CDK14
39515,IKBKG.2,2.20E-15,0.250988439,0.579,0.438,1.36E-10,C-Thermo.RXFP1,IKBKG
39516,ALDOA.12,2.25E-15,-1.421848306,0.04,0.151,1.39E-10,C-Thermo.RXFP1,ALDOA
39517,HIVEP2.3,2.34E-15,0.26756791,0.553,0.412,1.44E-10,C-Thermo.RXFP1,HIVEP2
39518,RPSA.3,2.36E-15,-0.420225048,0.045,0.157,1.46E-10,C-Thermo.RXFP1,RPSA
39519,MRPL34.3,2.41E-15,-0.261703667,0.012,0.108,1.49E-10,C-Thermo.RXFP1,MRPL34
39520,RPS8.8,2.42E-15,-0.597429621,0.043,0.153,1.49E-10,C-Thermo.RXFP1,RPS8
39521,SARS.12,2.52E-15,-0.502247725,0.086,0.206,1.56E-10,C-Thermo.RXFP1,SARS
39522,PCNX2.8,2.58E-15,0.361320827,0.697,0.566,1.59E-10,C-Thermo.RXFP1,PCNX2
39523,RPL10.9,2.94E-15,-0.609177812,0.051,0.164,1.81E-10,C-Thermo.RXFP1,RPL10
39524,SPEG.12,3.06E-15,0.37294798,0.642,0.495,1.89E-10,C-Thermo.RXFP1,SPEG
39525,SGPP1.6,3.15E-15,0.266525263,0.611,0.506,1.95E-10,C-Thermo.RXFP1,SGPP1
39526,ADORA1.6,3.22E-15,-0.287056791,0.132,0.253,1.99E-10,C-Thermo.RXFP1,ADORA1
39527,E4F1.3,3.39E-15,0.291392385,0.475,0.341,2.09E-10,C-Thermo.RXFP1,E4F1
39528,FAT3.13,3.45E-15,-0.419136201,0.108,0.229,2.13E-10,C-Thermo.RXFP1,FAT3
39529,TUBB4A.8,3.49E-15,-0.523435807,0.465,0.535,2.16E-10,C-Thermo.RXFP1,TUBB4A
39530,RPL35A.5,3.69E-15,-0.507406056,0.035,0.141,2.28E-10,C-Thermo.RXFP1,RPL35A
39531,MAP9.12,3.98E-15,-0.427847099,0.461,0.55,2.46E-10,C-Thermo.RXFP1,MAP9
39532,PPEF1.13,4.00E-15,-0.434041962,0.386,0.489,2.48E-10,C-Thermo.RXFP1,PPEF1
39533,RPLP0.7,4.07E-15,-0.487771256,0.04,0.148,2.51E-10,C-Thermo.RXFP1,RPLP0
39534,SUGP2.3,4.17E-15,0.28744181,0.708,0.582,2.58E-10,C-Thermo.RXFP1,SUGP2
39535,FOXK1,4.24E-15,0.257315085,0.571,0.434,2.62E-10,C-Thermo.RXFP1,FOXK1
39536,ANAPC5.2,4.39E-15,0.272352831,0.602,0.466,2.71E-10,C-Thermo.RXFP1,ANAPC5
39537,NGFR.14,4.43E-15,-1.037777846,0.825,0.845,2.74E-10,C-Thermo.RXFP1,NGFR
39538,RPL32.9,4.60E-15,-0.531812384,0.046,0.156,2.84E-10,C-Thermo.RXFP1,RPL32
39539,HOPX.12,4.78E-15,-0.406358715,0.088,0.205,2.96E-10,C-Thermo.RXFP1,HOPX
39540,RPS19BP1.6,5.09E-15,-0.370984716,0.025,0.125,3.15E-10,C-Thermo.RXFP1,RPS19BP1
39541,RPS28.8,5.13E-15,-0.575064703,0.063,0.179,3.17E-10,C-Thermo.RXFP1,RPS28
39542,HOOK3.4,5.36E-15,0.253126653,0.561,0.409,3.31E-10,C-Thermo.RXFP1,HOOK3
39543,DEPRECATED-ENSG00000100412.4,5.54E-15,0.26806137,0.57,0.443,3.42E-10,C-Thermo.RXFP1,DEPRECATED-ENSG00000100412
39544,SCGN.14,5.66E-15,-0.465282462,0.063,0.174,3.50E-10,C-Thermo.RXFP1,SCGN
39545,GNL1,5.70E-15,0.250005929,0.624,0.49,3.52E-10,C-Thermo.RXFP1,GNL1
39546,TRAPPC9.7,5.81E-15,0.254171745,0.631,0.493,3.59E-10,C-Thermo.RXFP1,TRAPPC9
39547,VSTM2A.11,5.99E-15,-0.353961299,0.341,0.477,3.70E-10,C-Thermo.RXFP1,VSTM2A
39548,ATP1B1.12,6.42E-15,-0.431713986,0.88,0.92,3.97E-10,C-Thermo.RXFP1,ATP1B1
39549,CNTNAP1.6,6.70E-15,0.271000646,0.822,0.743,4.14E-10,C-Thermo.RXFP1,CNTNAP1
39550,YWHAZ.7,6.70E-15,-0.283456636,0.889,0.911,4.14E-10,C-Thermo.RXFP1,YWHAZ
39551,EBF4.11,6.89E-15,-0.38001139,0.287,0.397,4.26E-10,C-Thermo.RXFP1,EBF4
39552,EBP.6,7.45E-15,0.313753215,0.644,0.544,4.60E-10,C-Thermo.RXFP1,EBP
39553,RPL18.5,7.82E-15,-0.438165412,0.048,0.159,4.84E-10,C-Thermo.RXFP1,RPL18
39554,CD63.10,7.86E-15,-0.427996845,0.739,0.777,4.86E-10,C-Thermo.RXFP1,CD63
39555,CABLES1,7.89E-15,0.251377041,0.266,0.162,4.88E-10,C-Thermo.RXFP1,CABLES1
39556,S100A11.13,8.38E-15,-0.525462459,0.249,0.356,5.18E-10,C-Thermo.RXFP1,S100A11
39557,SGCB.6,8.55E-15,0.258333763,0.619,0.499,5.29E-10,C-Thermo.RXFP1,SGCB
39558,CDC42.6,9.05E-15,-0.473275656,0.068,0.185,5.59E-10,C-Thermo.RXFP1,CDC42
39559,APBB3.2,9.39E-15,0.261516684,0.639,0.506,5.81E-10,C-Thermo.RXFP1,APBB3
39560,RPL10A.4,9.63E-15,-0.346995336,0.029,0.131,5.95E-10,C-Thermo.RXFP1,RPL10A
39561,RPL35.5,9.63E-15,-0.536338037,0.051,0.159,5.95E-10,C-Thermo.RXFP1,RPL35
39562,ANKS1B.12,9.79E-15,0.337308219,0.485,0.343,6.05E-10,C-Thermo.RXFP1,ANKS1B
39563,ARHGEF7.4,9.99E-15,0.264738847,0.653,0.512,6.18E-10,C-Thermo.RXFP1,ARHGEF7
39564,KCNK18.16,1.02E-14,-0.949763778,0.154,0.265,6.29E-10,C-Thermo.RXFP1,KCNK18
39565,KIAA0319L.2,1.13E-14,0.26220982,0.72,0.611,7.01E-10,C-Thermo.RXFP1,KIAA0319L
39566,GABARAPL2.9,1.20E-14,-0.669120438,0.061,0.176,7.45E-10,C-Thermo.RXFP1,GABARAPL2
39567,RPL24.3,1.30E-14,-0.338845002,0.035,0.141,8.02E-10,C-Thermo.RXFP1,RPL24
39568,THBS1.1,1.30E-14,0.305530813,0.286,0.172,8.04E-10,C-Thermo.RXFP1,THBS1
39569,CACYBP.5,1.32E-14,-0.323605635,0.028,0.128,8.19E-10,C-Thermo.RXFP1,CACYBP
39570,CYP51A1.6,1.33E-14,0.257479251,0.668,0.548,8.24E-10,C-Thermo.RXFP1,CYP51A1
39571,SYT11.8,1.48E-14,-0.335579721,0.88,0.919,9.15E-10,C-Thermo.RXFP1,SYT11
39572,INTS3.2,1.55E-14,0.260571752,0.558,0.425,9.57E-10,C-Thermo.RXFP1,INTS3
39573,PTPRN.10,1.56E-14,0.31972494,0.882,0.859,9.66E-10,C-Thermo.RXFP1,PTPRN
39574,RPL29.9,1.58E-14,-0.526181015,0.035,0.138,9.77E-10,C-Thermo.RXFP1,RPL29
39575,RPS18.3,1.69E-14,-0.376714451,0.037,0.142,1.05E-09,C-Thermo.RXFP1,RPS18
39576,MRPL51.2,1.75E-14,-0.254304517,0.018,0.114,1.08E-09,C-Thermo.RXFP1,MRPL51
39577,FASN.10,1.77E-14,0.324330746,0.885,0.85,1.10E-09,C-Thermo.RXFP1,FASN
39578,SERINC3.5,1.77E-14,-0.329034056,0.833,0.875,1.10E-09,C-Thermo.RXFP1,SERINC3
39579,TCF25.4,1.79E-14,0.266735107,0.856,0.767,1.10E-09,C-Thermo.RXFP1,TCF25
39580,ANO10.3,1.82E-14,0.268185622,0.654,0.548,1.13E-09,C-Thermo.RXFP1,ANO10
39581,TPPP.3,1.86E-14,0.305974966,0.587,0.475,1.15E-09,C-Thermo.RXFP1,TPPP
39582,PSMC3.4,1.91E-14,-0.346388812,0.616,0.678,1.18E-09,C-Thermo.RXFP1,PSMC3
39583,MRPL20.4,1.94E-14,-0.281535346,0.029,0.13,1.20E-09,C-Thermo.RXFP1,MRPL20
39584,PTPRT.16,2.01E-14,-1.153451072,0.183,0.293,1.24E-09,C-Thermo.RXFP1,PTPRT
39585,ZNF33A.1,2.02E-14,0.26310129,0.531,0.402,1.25E-09,C-Thermo.RXFP1,ZNF33A
39586,NAP1L1.7,2.08E-14,-0.443364088,0.074,0.194,1.29E-09,C-Thermo.RXFP1,NAP1L1
39587,KCNAB2.6,2.22E-14,0.265834212,0.932,0.906,1.37E-09,C-Thermo.RXFP1,KCNAB2
39588,MRAP2.13,2.28E-14,-0.427733019,0.318,0.415,1.41E-09,C-Thermo.RXFP1,MRAP2
39589,RPS2.8,2.40E-14,-0.499684777,0.046,0.153,1.48E-09,C-Thermo.RXFP1,RPS2
39590,RTN2.5,2.47E-14,-0.347135173,0.699,0.738,1.52E-09,C-Thermo.RXFP1,RTN2
39591,SLC7A5.5,2.50E-14,0.347325313,0.578,0.488,1.55E-09,C-Thermo.RXFP1,SLC7A5
39592,RBFOX2.11,2.64E-14,0.250141243,0.826,0.73,1.63E-09,C-Thermo.RXFP1,RBFOX2
39593,RPS11.7,2.70E-14,-0.391957152,0.041,0.146,1.67E-09,C-Thermo.RXFP1,RPS11
39594,INPP5E.3,2.97E-14,0.274117445,0.444,0.311,1.83E-09,C-Thermo.RXFP1,INPP5E
39595,RPS3.4,3.04E-14,-0.443758326,0.041,0.145,1.88E-09,C-Thermo.RXFP1,RPS3
39596,PSMB5.3,3.20E-14,-0.332382773,0.671,0.717,1.98E-09,C-Thermo.RXFP1,PSMB5
39597,CD58.10,3.30E-14,-0.336637773,0.29,0.403,2.04E-09,C-Thermo.RXFP1,CD58
39598,DHCR24.11,3.30E-14,0.391134948,0.863,0.855,2.04E-09,C-Thermo.RXFP1,DHCR24
39599,SRSF5.5,3.39E-14,0.278011196,0.588,0.444,2.10E-09,C-Thermo.RXFP1,SRSF5
39600,RPS6.6,3.47E-14,-0.435329391,0.037,0.139,2.14E-09,C-Thermo.RXFP1,RPS6
39601,MFSD4A.11,3.48E-14,-0.449422162,0.389,0.477,2.15E-09,C-Thermo.RXFP1,MFSD4A
39602,RPL27.3,3.57E-14,-0.336653826,0.032,0.132,2.21E-09,C-Thermo.RXFP1,RPL27
39603,RPS27A.10,3.65E-14,-0.672912888,0.057,0.164,2.26E-09,C-Thermo.RXFP1,RPS27A
39604,ARFGEF3.2,3.87E-14,-0.356591933,0.65,0.691,2.39E-09,C-Thermo.RXFP1,ARFGEF3
39605,ACACA.6,3.91E-14,0.255287998,0.628,0.493,2.42E-09,C-Thermo.RXFP1,ACACA
39606,OSBPL8.14,4.24E-14,-0.373141561,0.75,0.772,2.62E-09,C-Thermo.RXFP1,OSBPL8
39607,FAIM2.7,4.31E-14,-0.359915661,0.846,0.885,2.66E-09,C-Thermo.RXFP1,FAIM2
39608,STMN1.12,4.39E-14,-0.669002505,0.512,0.565,2.71E-09,C-Thermo.RXFP1,STMN1
39609,RPL6.6,4.41E-14,-0.353444371,0.048,0.153,2.73E-09,C-Thermo.RXFP1,RPL6
39610,SPP1.18,4.63E-14,-2.301951369,0.607,0.646,2.86E-09,C-Thermo.RXFP1,SPP1
